index,original_title,artist,startYear,endYear,image,url,museum,title,place,material,description,art_id_1,art_id_2,art_id_3,art_id_4,art_id_5,art_id_6,art_id_7,art_id_8,art_id_9,art_id_10
1982,Le palais de Nemi,"Valenciennes, Pierre de ; France",1800.0,1825.0,https://collections.louvre.fr/media/cache/large/0000000021/0000064197/0001026742_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010064197,louvre museum,Nemi's Palace,Valencian  Pierre of,oil on paper glue on cardboard,registration he palazzo has nemi,1960,1948,1958,1979,1936,1927,1904,1926,1950,1964
1983,Fabriques à la villa Farnèse: les deux peupliers,"Valenciennes, Pierre de ; France",1800.0,1825.0,https://collections.louvre.fr/media/cache/large/0000000021/0000064250/0001012297_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010064250,louvre museum,Factories at the Villa Farnese: the two poplars,Valencian  Pierre of,oil on paper glue on cardboard,registration to back has rome of the dz,1943,1889,1907,1895,1975,1934,1925,1894,1915,1886
1984,"Une famille monténégrine pleurant ses morts après un combat, à l'entrée du monastère de Cettigne","Valerio, Théodore ; France",1865.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000061960/0000900360_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061960,louvre museum,"A Montenegrin family mourning their dead after a fight, at the entrance to the monastery of Cettigne",valerio  theodore,oil on drink,signature s  b g valerio,3493,1233,4715,3017,3312,3310,463,3186,5416,2953
1985,Instruments de musique,"Vallayer-Coster, Anne ; France",1770.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000059097/0000136280_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010059097,louvre museum,Musical instruments,vallayer cost  anne,oil on cloth,signature s  mid h  me vallayer,5197,5198,1989,1986,785,3000,1988,1987,641,4366
1986,Nature morte au homard,"Vallayer-Coster, Anne ; France",1817.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000060778/0000373119_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010060778,louvre museum,Still life with lobster,vallayer cost  anne,oil on cloth,signature s b  mrs vallayer cost,3000,1989,1985,2894,1987,1988,2399,830,785,690
1987,"Joseph Charles Roettiers (1692-1779), sculpteur","Vallayer-Coster, Anne ; France",1777.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000238785/0000375273_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010238785,louvre museum,"Joseph Charles Roettiers (1692-1779), sculptor",vallayer cost  anne,oil on cloth,format oval signature ms vallayer to mid height to left,241,4396,630,1988,2112,1816,830,2753,2899,504
1988,"Les attributs de la peinture, de la sculpture et de l'architecture","Vallayer-Coster, Anne ; France",1769.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000059255/0000136145_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010059255,louvre museum,"The attributes of painting, sculpture and architecture",vallayer cost  anne,oil on cloth,signature s  b  ms vallayer,1989,1987,1816,2804,3000,1986,690,5919,785,1985
1989,"Panaches de mer, lithophytes et coquilles.","Vallayer-Coster, Anne ; France",1769.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000065039/0000136146_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065039,louvre museum,"Sea plumes, lithophytes and shells.",vallayer cost  anne,oil on cloth,signature s  b  by miss vallayer in,1986,3000,1988,1985,2894,1987,690,2399,830,785
1990,La Tentation de saint Antoine,"Vallin, Jacques Antoine ; France",1826.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000063389/0000136056_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010063389,louvre museum,The Temptation of Saint Anthony,valley  james anthony,oil on cloth,signature s  b  valley,6017,2724,492,2125,6088,2887,2990,2184,3101,3001
1991,Diane et ses nymphes au bain surprises par Actéon. Effet de soleil couchant,"Vallin, Jacques Antoine ; France",1810.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000061089/0000891325_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061089,louvre museum,Diana and her bathing nymphs surprised by Actaeon. Sunset effect,valley  james anthony,oil on cloth,signature s  b  valley,1592,6179,324,2985,2902,266,263,3281,6195,3280
1992,La Résurrection de Lazare,"Van Den Berghe, Auguste ; France",1840.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000061233/0001051862_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061233,louvre museum,The Raising of Lazarus,van den berghe  august,oil on cloth,signature s  b g increases vanden berghe,4038,4668,5909,2886,180,5356,1447,6019,5371,5908
1993,Combat de cavalerie au passage d'un pont,"Van der Meulen, Adam Frans ; France",1655.0,1660.0,https://collections.louvre.fr/media/cache/large/0000000021/0000061958/0000599027_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061958,louvre museum,Cavalry battle over a bridge,van last millstone  Adam french,oil on drink,signature s b  has f v millstone has brush,2940,2923,1995,2000,1999,1996,2001,1998,3099,1997
1994,"Siège de Valenciennes, 16 mars 1677.","Van der Meulen, Adam Frans ; France",1632.0,1690.0,https://collections.louvre.fr/media/cache/large/0000000021/0000211761/0000392945_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010211761,louvre museum,"Siege of Valenciennes, March 16, 1677.",van last millstone  Adam french,oil on cloth,registration to setback on the cloth to stencil in white inv mr py deposit of i state m val on i obverse in the corner in low to left valencian,1017,3585,852,3099,1518,1059,958,1520,6098,2907
1995,Bataille près d'un pont,"Van der Meulen, Adam Frans ; France",1655.0,1660.0,https://collections.louvre.fr/media/cache/large/0000000021/0000059284/0000599028_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010059284,louvre museum,Battle near a bridge,van last millstone  Adam french,oil on drink,signature s  on the bridge has f v millstone,1993,2940,2923,1998,2000,1999,2001,1996,1997,5260
1996,Convoi militaire,"Van der Meulen, Adam Frans ; France",1660.0,1665.0,https://collections.louvre.fr/media/cache/large/0000000021/0000061982/0000599029_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061982,louvre museum,military convoy,van last millstone  Adam french,oil on metal  copper ,format oval signature s h  af v millstone has and f backed,1999,2000,2001,2923,2940,1993,3099,1995,6027,1998
1997,"Bataille livrée par Louis XIV près du mont Cassel, 11 avril 1677","Van der Meulen, Adam Frans ; France",1678.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000237086/0000770143_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010237086,louvre museum,"Battle fought by Louis XIV near Mont Cassel, April 11, 1677",van last millstone  Adam french,cloth,sketch,1998,2940,2923,1993,3099,1995,2001,1999,1994,1996
1998,Vue de la ville de Luxembourg du côté des bains de Mansfeld,"Van der Meulen, Adam Frans ; France",1685.0,1686.0,https://collections.louvre.fr/media/cache/large/0000000021/0000066093/0000136337_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010066093,louvre museum,View of the city of Luxembourg from the side of the Mansfeld baths,van last millstone  Adam french,oil on cloth,plug the june,1993,2940,2923,1997,3099,1995,1999,2001,1996,2000
1999,Attaque d'un convoi,"Van der Meulen, Adam Frans ; France",1660.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000062708/0000899452_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062708,louvre museum,Convoy attack,van last millstone  Adam french,oil on metal  copper ,format oval signature s b m af v millstone has and f leaned,2000,1996,2001,2923,2940,1993,3099,1995,6027,1998
2000,Choc de cavalerie,"Van der Meulen, Adam Frans ; France",1660.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000062723/0000899417_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062723,louvre museum,Cavalry Shock,van last millstone  Adam french,oil on metal  copper ,format oval signature s  b  af v millstone fec has and f leaned,1999,1996,2001,1993,2923,2940,3099,1995,6027,1998
2001,Halte de cavaliers,"Van der Meulen, Adam Frans ; France",1600.0,1665.0,https://collections.louvre.fr/media/cache/large/0000000021/0000061980/0000599030_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061980,louvre museum,Horsemen's stop,van last millstone  Adam french,oil on metal  copper ,format oval signature s h g v millstone,1996,1999,2000,2923,2940,1993,3099,1995,6027,3610
2002,"Paysage d'Italie, bord de rivière avec tour","Van Loo, César ; France",1780.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000057230/0000338822_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057230,louvre museum,"Italy landscape, riverside with tower",van loo  Caesar,cloth,signature sign rear the cloth caesar vanloo february,2003,2010,2009,3151,2709,3049,2005,2004,2018,2027
2003,Paysage d'Italie avec aqueduc en ruines,"Van Loo, César ; France",1780.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000057231/0000338823_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057231,louvre museum,Italy landscape with ruined aqueduct,van loo  Caesar,cloth,signature sign rear the cloth caesar vanloo april,2002,3049,3151,2009,2010,2005,2018,2709,2004,2884
2004,Une première neige dans le Piémont,"Van Loo, César ; France",1804.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000066638/0000900221_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010066638,louvre museum,A first snowfall in Piedmont,van loo  Caesar,oil on cloth,signature s  b g on a thick headed van loo caesar,3072,2006,2910,2029,2030,2979,3172,2021,2027,2018
2005,Psyché et l'Amour dans un char,"Van Loo, Charles-Amédée ; France",1744.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000236404/0000901766_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010236404,louvre museum,Psyche and Cupid in a Chariot,van loo  Charles amedee,cloth,signature charles vanloo in low to left,2009,2003,2002,2010,6042,2018,3172,3869,5129,241
2006,La Toilette d'une sultane,"Van Loo, Charles-Amédée ; France",1774.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000061963/0000136300_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061963,louvre museum,The Toilet of a Sultana,van loo  Charles amedee,oil on cloth,signature s  b  amedee van loo,3072,2004,2029,2979,3172,2030,2910,2021,2027,2018
2007,Portrait d'un artiste portant l'ordre de Saint Michel,"Van Loo, Charles-André ; France",1700.0,1800.0,https://collections.louvre.fr/media/cache/large/0000000021/0000236411/0000366698_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010236411,louvre museum,Portrait of an Artist Wearing the Order of Saint Michael,van loo  Charles andre,cloth,signature because the vanloo in low to left,2709,2019,2009,2027,2804,3151,2030,2002,2979,2013
2008,"Le Dernier miracle de saint Augustin, esquisse","Van Loo, Charles-André ; France",1700.0,1800.0,https://collections.louvre.fr/media/cache/large/0000000021/0000052998/0000927746_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010052998,louvre museum,"The Last Miracle of Saint Augustine, sketch",van loo  Charles andre,cloth,registration andre hoary son to setback taken off of the cloth label carrier because the vanloo the latest miracle of holy augustine legacy has p of world affected to museum of towers r f to setback on frame on label  to setback on frame to felt black rf to setback on cloth to stencil black,4797,3087,4932,2881,3031,2760,4806,3852,2916,2931
2009,Énée portant Anchise,"Van Loo, Charles-André ; France",1729.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000061961/0000135638_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061961,louvre museum,Aeneas carrying Anchises,van loo  Charles andre,oil on cloth,signature s b  charles vanloo,2005,2709,3172,2019,2027,2979,2004,2002,2010,2006
2010,Halte de chasse,"Van Loo, Charles-André ; France",1737.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000061971/0000355150_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061971,louvre museum,hunting lodge,van loo  Charles andre,oil on cloth,signature s  b m because the vanloo,2979,2004,2006,2910,3072,3172,2030,2029,2709,2002
2011,"Marie Leczinska (1703-1768), reine de France, femme de Louis XV","Van Loo, Charles-André ; France",1747.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000059454/0001012245_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010059454,louvre museum,"Marie Leczinska (1703-1768), queen of France, wife of Louis XV",van loo  Charles andre,oil on paper glue on cardboard,queen of france wife of louis xvi signature s b  because the vanloo,1818,3007,4947,3176,2897,4985,2689,2295,5888,2026
2012,Étude de femme à demi dévêtue,"Van Loo, Jacob ; Pays-Bas",1650.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000061644/0000605739_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061644,louvre museum,Study of a half-dressed woman,van loo  jacob,oil on cloth,may be catarina jans quoted in a deed legal of see bredius iv p as model having laid naked before many painters whose i van loo to less not of the women of painter anna lengele a recent attribution to i van noordt seems little convincing to date of the end from years,845,706,2013,5152,2146,3547,2049,2021,2147,4487
2013,"Portrait du peintre Michel Corneille le père (1601-1664), recteur de l'Académie royale de peinture depuis 1656","Van Loo, Jacob ; Pays-Bas",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000061645/0001075019_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061645,louvre museum,"Portrait of the painter Michel Corneille the father (1601-1664), rector of the Royal Academy of Painting since 1656",van loo  jacob,oil on cloth  transposition ,piece of reception of to royal of painting to paris in the board had summer present from date of of van loo to paris but the reception was deferred certificate of morality jacob van loo being foreign and reputation apparently discussed,2021,2030,2709,2027,3172,2012,2979,2029,2019,2004
2014,Portrait de jeune garçon au chien,"Van Loo, Jacob ; Pays-Bas",1658.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000054349/0000731800_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054349,louvre museum,Portrait of young boy with dog,van loo  jacob,cloth,registration to setback on the cloth to stencil black rf to setback on the frame and the frame labels identical to edging blue jacob van loo i child to dog legacy has p of world affected to museum of gray r f to setback on the frame on label gray to setback on the frame on label meeting from museums national exposure height jacob van loo title of i work i child to dog owner sir p of world boulevard gambet nogent on marl of catalog to setback on the frame on label edging blue has of world comics gambet nogent on marl seine signature sign date in low to right i van loo fecit,2802,2775,3122,3136,2916,95,3523,2763,2811,3087
2015,"Louis XV, roi de France (1710-1774)","Van Loo, Jean-Baptiste ; France",1700.0,1750.0,https://collections.louvre.fr/media/cache/large/0000000021/0000236403/0000366592_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010236403,louvre museum,"Louis XV, King of France (1710-1774)",van loo  Jeans baptist,cloth,derivative of board inv mv,2878,2754,2024,2017,2028,2871,2020,2013,2709,2002
2016,"Le comte de Provence, futur Louis XVIII en buste","Van Loo, Louis-Michel ; France",1770.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000061137/0000862187_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061137,louvre museum,"Bust of the Count of Provence, future Louis XVIII",van loo  Louis michael,oil on cloth,format oval,2022,3123,2911,2017,2028,3145,2024,2020,2694,2025
2017,"Louis XV (1710-1774), roi de France","Van Loo, Louis-Michel ; France",1760.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000060935/0000701790_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010060935,louvre museum,"Louis XV (1710-1774), King of France",van loo  Louis michael,oil on cloth,portrait in chest format oval,2028,2024,2911,2025,2871,2016,3123,2022,2019,3145
